id	list	window	wpm	reg_count	index	accuracy	sentence_id	sentence
14f19	2	12	126	NA	7	-1	44	Существуют такие микробы, которые могут жить при температу�
14f19	2	14	89	5	8	-1	17	Выбирая вязаную шапочку, знайте, что лучше шапка цвета хаки
14f19	2	12	68	NA	9	1	35	В сюжете этого фильма какие-то осы устраивают себе гнёзда в
14f19	2	16	206	0	10	-1	85	Торговля продуктами питания является одной из самых прибыл
14f19	2	12	108	4	11	-1	28	На массаже тело расслабляется и исчезает напряжение в мышц�
14f19	2	14	155	3	12	-1	15	Если мы позволим этим людям уйти, наши проекты станут гораз�
14f19	2	14	177	2	13	-1	11	Ваня раскрыл было рот, но понял, что что-то не так, и промолча
14f19	2	0	242	0	14	-1	65	После завершения техосмотра эксперты называют цену, по кот�
14f19	2	0	230	0	15	1	46	У нас в Волгограде многие придерживаются иной точки зрения.
14f19	2	14	132	4	16	-1	21	Причиной аварии был мобильный телефон, который отвлекал во�
14f19	2	16	100	7	17	-1	84	Каждое утро на самый верх крыши МГУ поднимается симпатична�
14f19	2	12	158	1	18	-1	41	В вопросе послышался упрёк командиру, словно он был виновни
14f19	2	0	131	5	19	-1	57	Дрозды и скворцы начали вить семейные гнёзда неподалеку др�
14f19	2	12	147	3	20	-1	37	Собаку, виновницу случившегося, приказали сечь, хотя в чём б
14f19	2	16	132	1	21	-1	80	Ненужный коврик из твёрдой пластмассы пригодится как подст
14f19	2	14	95	6	22	1	14	На вторичном рынке жилья розетки заклеивают обоями во врем�
14f19	2	16	175	1	23	-1	83	Во избежание ожогов надо нанести на лицо небольшое количес�
14f19	2	0	132	3	24	-1	64	В речи учёного прозвучало неявное сопоставление с другим, з
14f19	2	16	147	3	25	-1	79	Возможности этих перемен будут обсуждаться в Париже летом �
14f19	2	12	159	3	26	-1	36	За два года накопилась уйма вопросов, на которые надо было о
14f19	2	12	193	2	27	-1	29	Володя каким-то образом узнал то, чего ему не надо было знат�
14f19	2	0	204	1	28	1	56	Журналист взял карандаш, подвинул к себе чистый лист и напи�
14f19	2	0	130	4	29	-1	60	Количество денег в обороте выросло благодаря союзу с амери�
14f19	2	14	68	3	30	1	9	Елена сидела в кресле, молодая Мурка урчала у неё на коленях.
14f19	2	0	248	0	31	-1	59	Этот роман захватывает читателя с первой страницы и держит
14f19	2	12	81	4	32	-1	43	Автор принадлежит к числу последних свидетелей страшных со
14f19	2	12	65	NA	33	-1	39	Приготовь себе диетические овощные блюда, сытные и восхити�
14f19	2	14	109	3	34	-1	24	Убедительно просим вас разборчиво заполнять купон, желател
14f19	2	0	124	2	35	-1	54	У Пашки обгорели ресницы и щёки, ходит, намазанный кремом от
14f19	2	0	122	2	36	-1	61	Отвернув цветастое покрывало, она осторожно присела на кра�
14f19	2	16	287	0	37	1	69	На привале у озера юный турист вручил товарищам ведро и кув�
14f19	2	16	177	2	38	-1	76	Здесь потребуется врач, который будет лечить заболевших в э
14f19	2	14	315	0	39	-1	13	Ему удалось вскрыть банку об острый край бампера своего авт
14f19	2	14	227	1	40	-1	22	Она почти не изменилась, только слегка пополнела и появилис
14f19	2	12	101	3	41	-1	34	В тот момент атмосфера наших посиделок внезапно сильно изм�
14f19	2	0	222	1	42	-1	47	Я сказал, что русский солдат омоет сапоги в Индийском океан�
14f19	2	14	138	3	43	-1	6	Перед ним снова была прежняя Маша, которую он знал и любил.
14f19	2	0	258	1	44	1	63	Когда мне хотелось сгущёнки, папа мне её привозил, стоило то
14f19	2	16	189	2	45	-1	74	Вспоминая журчание водяных струй, мы непременно подумаем о
14f19	2	12	142	3	46	-1	32	Там, недалеко от кухонной двери, сидел лис с треугольной мор
14f19	2	0	140	2	47	1	51	Олень бродил среди берёз, жевал талый снег и поглядывал за р
14f19	2	14	124	3	48	1	8	Приблизительно в центре тайги мопед упал в сугроб и сломалс
14f19	2	14	98	5	49	-1	16	Покуда я нахожусь у власти, я буду предметом ярых нападок со
14f19	2	16	82	3	50	-1	81	В лесу ветром трепало сухие стебли растений, почерневшие от
14f19	2	14	235	1	51	-1	12	На болотах оставался ещё лёд, но на берегах реки появилась т
14f19	2	12	116	3	52	1	45	На филологическом факультете студенты заметят явный крен в
14f19	2	12	144	2	53	-1	31	В числе возможных кандидатов называют депутата от партии п�
14f19	2	12	86	4	54	1	40	Прибывшие в Австралию миссионеры расспрашивали жителей пр�
14f19	2	14	191	2	55	1	7	Очень хочется заплести бант в косу и надеть красивое платье.
14f19	2	0	87	NA	56	-1	58	Можно будет бросить дополнительные занятия, и даже школу мо
14f19	2	0	107	5	57	-1	49	Мне нравится сын коллеги, который недавно заходил в наш отд�
14f19	2	0	300	0	58	-1	48	Взяв с собой фотоаппарат, вся семья поехала в парк на пикник.
14f19	2	16	217	2	59	1	70	У мамы есть подруга, которая живёт прямо напротив здания те�
14f19	2	16	90	4	60	-1	68	Они не ели целый день, несчастные дети, и были очень голодны.
14f19	2	14	155	1	61	-1	20	Выходя замуж, ты надеялась обрести спокойствие, уютный дом,
14f19	2	16	201	1	62	-1	71	А промывать манную крупу перед тем, как варить её, не пробов�
14f19	2	16	96	3	63	-1	78	Этот студент получает только отличные оценки с самого перв�
14f19	2	0	281	0	64	-1	62	Не поручайте мужу ухаживать за рыбками в аквариуме, он обяз�
14f19	2	16	309	0	65	-1	66	У директора школы был тонкий нюх на талантливых педагогов.
14f19	2	0	372	0	66	1	52	Душа требовала красоты, и Николай Фомин украсил свой дом ре�
14f19	2	12	164	3	67	-1	38	Что может сделать самый сильный вол, если он впряжён в слома
14f19	2	12	215	1	68	1	42	Её сын Гриша умер бездетным, и младший сын остался единстве�
14f19	2	16	100	6	69	-1	73	Чтобы придать объём тонким волосам, нанесите на них лечебну
14f19	2	12	214	1	70	-1	26	Он вскрыл пачку сухарей, заварил чай, достал чашки и ложки.
14f19	2	16	201	2	71	-1	82	В современном обществе семья и школа оказывают большое вли�
14f19	2	0	202	2	72	-1	53	От внимания наблюдателя не должна ускользать даже малейшая
14f19	2	16	143	4	73	1	67	В мои обязанности входило утром включить рубильник в подва�
14f19	2	16	212	0	74	1	77	Когда родители пригрозили не взять её с собой, Маша очень ра
14f19	2	14	215	1	75	-1	23	Я люблю салат из картошки с зеленью, заправленный пахучим п�
14f19	2	12	130	2	76	-1	33	Я сделала шаг навстречу: приехала к ней, попросив выслушать
14f19	2	12	107	2	77	-1	27	Мы установили камеру на новый штатив и приступили к съёмкам.
14f19	2	14	86	NA	78	-1	18	Создать настоящие шедевры вам помогут зоркий глаз, терпени�
14f19	2	14	164	1	79	-1	10	В конверте вместе с деньгами была обнаружена записка с угро
14f19	2	16	66	4	80	-1	72	Существует легенда, что Ноев ковчег вынесло на вершину этой
15m19	3	12	224	3	1	1	46	У нас в Волгограде многие придерживаются иной точки зрения.
15m19	3	14	258	3	2	-1	85	Торговля продуктами питания является одной из самых прибыл
15m19	3	14	242	3	3	-1	68	Они не ели целый день, несчастные дети, и были очень голодны.
15m19	3	12	168	3	4	1	51	Олень бродил среди берёз, жевал талый снег и поглядывал за р
15m19	3	16	255	1	5	-1	10	В конверте вместе с деньгами была обнаружена записка с угро
15m19	3	0	248	4	6	-1	37	Собаку, виновницу случившегося, приказали сечь, хотя в чём б
15m19	3	16	228	2	7	-1	12	На болотах оставался ещё лёд, но на берегах реки появилась т
15m19	3	16	229	1	8	-1	17	Выбирая вязаную шапочку, знайте, что лучше шапка цвета хаки
15m19	3	16	235	3	9	-1	13	Ему удалось вскрыть банку об острый край бампера своего авт
15m19	3	12	136	6	10	1	52	Душа требовала красоты, и Николай Фомин украсил свой дом ре�
15m19	3	12	176	4	11	-1	62	Не поручайте мужу ухаживать за рыбками в аквариуме, он обяз�
15m19	3	16	181	3	12	-1	11	Ваня раскрыл было рот, но понял, что что-то не так, и промолча
15m19	3	12	166	3	13	-1	64	В речи учёного прозвучало неявное сопоставление с другим, з
15m19	3	0	324	1	14	-1	27	Мы установили камеру на новый штатив и приступили к съёмкам.
15m19	3	16	208	2	15	1	9	Елена сидела в кресле, молодая Мурка урчала у неё на коленях.
15m19	3	16	201	3	16	-1	18	Создать настоящие шедевры вам помогут зоркий глаз, терпени�
15m19	3	14	189	2	17	1	75	Она успевала убраться, разморозить фарш и приготовить ужин
15m19	3	12	216	6	18	-1	49	Мне нравится сын коллеги, который недавно заходил в наш отд�
15m19	3	14	274	1	19	1	70	У мамы есть подруга, которая живёт прямо напротив здания те�
15m19	3	0	320	1	20	-1	34	В тот момент атмосфера наших посиделок внезапно сильно изм�
15m19	3	16	194	6	21	-1	21	Причиной аварии был мобильный телефон, который отвлекал во�
15m19	3	14	199	1	22	-1	66	У директора школы был тонкий нюх на талантливых педагогов.
15m19	3	0	250	1	23	1	45	На филологическом факультете студенты заметят явный крен в
15m19	3	12	NA	1	24	1	56	Журналист взял карандаш, подвинул к себе чистый лист и напи�
15m19	3	12	204	2	25	-1	47	Я сказал, что русский солдат омоет сапоги в Индийском океан�
15m19	3	14	242	3	26	1	69	На привале у озера юный турист вручил товарищам ведро и кув�
15m19	3	0	310	1	27	-1	36	За два года накопилась уйма вопросов, на которые надо было о
15m19	3	0	311	0	28	-1	31	В числе возможных кандидатов называют депутата от партии п�
15m19	3	16	254	1	29	1	8	Приблизительно в центре тайги мопед упал в сугроб и сломалс
15m19	3	12	236	3	30	-1	57	Дрозды и скворцы начали вить семейные гнёзда неподалеку др�
15m19	3	0	323	1	31	-1	29	Володя каким-то образом узнал то, чего ему не надо было знат�
15m19	3	14	221	2	32	1	77	Когда родители пригрозили не взять её с собой, Маша очень ра
15m19	3	0	222	4	33	1	35	В сюжете этого фильма какие-то осы устраивают себе гнёзда в
15m19	3	16	133	5	34	-1	25	Наши власти позволяют себе излишества, создавая иллюзию бл�
15m19	3	0	204	5	35	-1	26	Он вскрыл пачку сухарей, заварил чай, достал чашки и ложки.
15m19	3	0	283	1	36	-1	32	Там, недалеко от кухонной двери, сидел лис с треугольной мор
15m19	3	14	252	1	37	-1	84	Каждое утро на самый верх крыши МГУ поднимается симпатична�
15m19	3	12	265	1	38	-1	53	От внимания наблюдателя не должна ускользать даже малейшая
15m19	3	12	265	2	39	1	63	Когда мне хотелось сгущёнки, папа мне её привозил, стоило то
15m19	3	14	270	2	40	-1	82	В современном обществе семья и школа оказывают большое вли�
15m19	3	14	143	3	41	-1	74	Вспоминая журчание водяных струй, мы непременно подумаем о
15m19	3	14	231	2	42	-1	80	Ненужный коврик из твёрдой пластмассы пригодится как подст
15m19	3	14	232	3	43	-1	71	А промывать манную крупу перед тем, как варить её, не пробов�
15m19	3	14	243	1	44	-1	76	Здесь потребуется врач, который будет лечить заболевших в э
15m19	3	0	272	2	45	0	40	Прибывшие в Австралию миссионеры расспрашивали жителей пр�
15m19	3	12	261	2	46	-1	58	Можно будет бросить дополнительные занятия, и даже школу мо
15m19	3	0	304	2	47	-1	38	Что может сделать самый сильный вол, если он впряжён в слома
15m19	3	16	254	2	48	-1	22	Она почти не изменилась, только слегка пополнела и появилис
15m19	3	14	240	1	49	1	67	В мои обязанности входило утром включить рубильник в подва�
15m19	3	16	239	2	50	-1	16	Покуда я нахожусь у власти, я буду предметом ярых нападок со
15m19	3	16	233	3	51	1	19	Ей хотелось выплеснуть чай на бежевый Юлин пиджак, но она сд
15m19	3	0	256	NA	52	-1	41	В вопросе послышался упрёк командиру, словно он был виновни
15m19	3	16	199	4	53	1	7	Очень хочется заплести бант в косу и надеть красивое платье.
15m19	3	12	246	2	54	-1	55	Не обнаружив ничего в досье, сыщики решили рыть в другом нап
15m19	3	12	241	2	55	-1	65	После завершения техосмотра эксперты называют цену, по кот�
15m19	3	16	318	NA	56	-1	20	Выходя замуж, ты надеялась обрести спокойствие, уютный дом,
15m19	3	14	308	1	57	-1	72	Существует легенда, что Ноев ковчег вынесло на вершину этой
15m19	3	12	297	2	58	-1	59	Этот роман захватывает читателя с первой страницы и держит
15m19	3	14	297	2	59	-1	79	Возможности этих перемен будут обсуждаться в Париже летом �
15m19	3	0	338	1	60	-1	44	Существуют такие микробы, которые могут жить при температу�
15m19	3	0	304	1	61	-1	28	На массаже тело расслабляется и исчезает напряжение в мышц�
15m19	3	14	318	2	62	-1	73	Чтобы придать объём тонким волосам, нанесите на них лечебну
15m19	3	12	292	1	63	-1	50	Один футболист, который получил растяжение, не участвовал в
15m19	3	0	312	NA	64	-1	39	Приготовь себе диетические овощные блюда, сытные и восхити�
15m19	3	16	178	3	65	1	14	На вторичном рынке жилья розетки заклеивают обоями во врем�
15m19	3	14	237	4	66	-1	78	Этот студент получает только отличные оценки с самого перв�
15m19	3	0	348	2	67	-1	33	Я сделала шаг навстречу: приехала к ней, попросив выслушать
15m19	3	14	228	4	68	-1	81	В лесу ветром трепало сухие стебли растений, почерневшие от
15m19	3	12	191	3	69	-1	54	У Пашки обгорели ресницы и щёки, ходит, намазанный кремом от
15m19	3	12	185	2	70	-1	60	Количество денег в обороте выросло благодаря союзу с амери�
15m19	3	12	265	2	71	-1	48	Взяв с собой фотоаппарат, вся семья поехала в парк на пикник.
15m19	3	16	233	0	72	-1	6	Перед ним снова была прежняя Маша, которую он знал и любил.
15m19	3	12	218	1	73	-1	61	Отвернув цветастое покрывало, она осторожно присела на кра�
15m19	3	0	242	1	74	-1	43	Автор принадлежит к числу последних свидетелей страшных со
15m19	3	16	216	0	75	-1	23	Я люблю салат из картошки с зеленью, заправленный пахучим п�
15m19	3	14	289	2	76	-1	83	Во избежание ожогов надо нанести на лицо небольшое количес�
15m19	3	0	NA	0	77	1	30	У моего отца был счёт в швейцарском банке, он был лесоторгов
15m19	3	0	323	2	78	1	42	Её сын Гриша умер бездетным, и младший сын остался единстве�
15m19	3	16	224	3	79	-1	24	Убедительно просим вас разборчиво заполнять купон, желател
15m19	3	16	245	NA	80	-1	15	Если мы позволим этим людям уйти, наши проекты станут гораз�
16f20	4	12	203	1	1	-1	82	В современном обществе семья и школа оказывают большое вли�
16f20	4	14	139	1	2	-1	55	Не обнаружив ничего в досье, сыщики решили рыть в другом нап
16f20	4	16	98	7	3	1	45	На филологическом факультете студенты заметят явный крен в
16f20	4	14	75	NA	4	-1	49	Мне нравится сын коллеги, который недавно заходил в наш отд�
16f20	4	0	189	2	5	-1	16	Покуда я нахожусь у власти, я буду предметом ярых нападок со
16f20	4	16	103	6	6	-1	26	Он вскрыл пачку сухарей, заварил чай, достал чашки и ложки.
16f20	4	0	NA	NA	7	-1	10	В конверте вместе с деньгами была обнаружена записка с угро
16f20	4	0	235	1	9	1	8	Приблизительно в центре тайги мопед упал в сугроб и сломалс
16f20	4	14	141	5	10	-1	60	Количество денег в обороте выросло благодаря союзу с амери�
16f20	4	12	136	4	11	-1	80	Ненужный коврик из твёрдой пластмассы пригодится как подст
16f20	4	0	250	0	12	-1	13	Ему удалось вскрыть банку об острый край бампера своего авт
16f20	4	14	183	1	13	-1	65	После завершения техосмотра эксперты называют цену, по кот�
16f20	4	14	119	3	14	-1	53	От внимания наблюдателя не должна ускользать даже малейшая
16f20	4	12	160	4	15	-1	84	Каждое утро на самый верх крыши МГУ поднимается симпатична�
16f20	4	16	81	6	16	-1	38	Что может сделать самый сильный вол, если он впряжён в слома
16f20	4	12	100	6	17	-1	74	Вспоминая журчание водяных струй, мы непременно подумаем о
16f20	4	16	218	2	18	-1	28	На массаже тело расслабляется и исчезает напряжение в мышц�
16f20	4	12	152	1	19	-1	71	А промывать манную крупу перед тем, как варить её, не пробов�
16f20	4	0	221	1	20	-1	17	Выбирая вязаную шапочку, знайте, что лучше шапка цвета хаки
16f20	4	12	129	3	21	-1	73	Чтобы придать объём тонким волосам, нанесите на них лечебну
16f20	4	16	148	1	22	-1	41	В вопросе послышался упрёк командиру, словно он был виновни
16f20	4	12	224	1	23	-1	83	Во избежание ожогов надо нанести на лицо небольшое количес�
16f20	4	16	158	1	24	-1	27	Мы установили камеру на новый штатив и приступили к съёмкам.
16f20	4	0	305	1	25	-1	11	Ваня раскрыл было рот, но понял, что что-то не так, и промолча
16f20	4	12	166	1	26	-1	78	Этот студент получает только отличные оценки с самого перв�
16f20	4	0	189	2	27	1	14	На вторичном рынке жилья розетки заклеивают обоями во врем�
16f20	4	16	186	1	28	-1	31	В числе возможных кандидатов называют депутата от партии п�
16f20	4	14	157	4	29	-1	62	Не поручайте мужу ухаживать за рыбками в аквариуме, он обяз�
16f20	4	0	314	1	30	1	7	Очень хочется заплести бант в косу и надеть красивое платье.
16f20	4	12	249	0	31	-1	66	У директора школы был тонкий нюх на талантливых педагогов.
16f20	4	0	260	3	32	1	9	Елена сидела в кресле, молодая Мурка урчала у неё на коленях.
16f20	4	12	161	1	33	-1	79	Возможности этих перемен будут обсуждаться в Париже летом �
16f20	4	12	248	1	34	-1	68	Они не ели целый день, несчастные дети, и были очень голодны.
16f20	4	16	187	4	35	-1	29	Володя каким-то образом узнал то, чего ему не надо было знат�
16f20	4	12	143	4	36	1	77	Когда родители пригрозили не взять её с собой, Маша очень ра
16f20	4	14	164	3	37	-1	50	Один футболист, который получил растяжение, не участвовал в
16f20	4	12	276	0	38	1	70	У мамы есть подруга, которая живёт прямо напротив здания те�
16f20	4	14	120	5	39	-1	61	Отвернув цветастое покрывало, она осторожно присела на кра�
16f20	4	14	143	5	40	-1	64	В речи учёного прозвучало неявное сопоставление с другим, з
16f20	4	14	226	3	41	-1	59	Этот роман захватывает читателя с первой страницы и держит
16f20	4	16	152	3	42	1	42	Её сын Гриша умер бездетным, и младший сын остался единстве�
16f20	4	0	240	1	43	-1	15	Если мы позволим этим людям уйти, наши проекты станут гораз�
16f20	4	14	176	1	44	-1	54	У Пашки обгорели ресницы и щёки, ходит, намазанный кремом от
16f20	4	14	247	1	45	1	51	Олень бродил среди берёз, жевал талый снег и поглядывал за р
16f20	4	16	198	1	46	1	30	У моего отца был счёт в швейцарском банке, он был лесоторгов
16f20	4	16	260	1	47	-1	39	Приготовь себе диетические овощные блюда, сытные и восхити�
16f20	4	12	194	1	48	1	69	На привале у озера юный турист вручил товарищам ведро и кув�
16f20	4	12	230	2	49	1	67	В мои обязанности входило утром включить рубильник в подва�
16f20	4	0	291	0	50	-1	20	Выходя замуж, ты надеялась обрести спокойствие, уютный дом,
16f20	4	14	220	1	51	-1	58	Можно будет бросить дополнительные занятия, и даже школу мо
16f20	4	16	212	2	52	-1	37	Собаку, виновницу случившегося, приказали сечь, хотя в чём б
16f20	4	0	261	0	53	-1	6	Перед ним снова была прежняя Маша, которую он знал и любил.
16f20	4	16	256	0	54	-1	43	Автор принадлежит к числу последних свидетелей страшных со
16f20	4	0	292	0	55	-1	12	На болотах оставался ещё лёд, но на берегах реки появилась т
16f20	4	14	201	0	56	1	52	Душа требовала красоты, и Николай Фомин украсил свой дом ре�
16f20	4	12	268	1	57	-1	85	Торговля продуктами питания является одной из самых прибыл
16f20	4	12	197	3	58	-1	72	Существует легенда, что Ноев ковчег вынесло на вершину этой
16f20	4	16	323	0	59	-1	36	За два года накопилась уйма вопросов, на которые надо было о
16f20	4	0	324	0	60	-1	22	Она почти не изменилась, только слегка пополнела и появилис
16f20	4	14	220	2	61	-1	57	Дрозды и скворцы начали вить семейные гнёзда неподалеку др�
16f20	4	12	265	1	62	-1	76	Здесь потребуется врач, который будет лечить заболевших в э
16f20	4	0	276	1	63	-1	23	Я люблю салат из картошки с зеленью, заправленный пахучим п�
16f20	4	0	350	0	64	-1	18	Создать настоящие шедевры вам помогут зоркий глаз, терпени�
16f20	4	0	174	4	65	1	19	Ей хотелось выплеснуть чай на бежевый Юлин пиджак, но она сд
16f20	4	14	314	1	66	-1	48	Взяв с собой фотоаппарат, вся семья поехала в парк на пикник.
16f20	4	14	259	1	67	1	63	Когда мне хотелось сгущёнки, папа мне её привозил, стоило то
16f20	4	16	NA	0	68	-1	44	Существуют такие микробы, которые могут жить при температу�
16f20	4	14	147	2	69	-1	47	Я сказал, что русский солдат омоет сапоги в Индийском океан�
16f20	4	16	254	1	70	-1	33	Я сделала шаг навстречу: приехала к ней, попросив выслушать
16f20	4	14	313	0	71	1	46	У нас в Волгограде многие придерживаются иной точки зрения.
16f20	4	14	286	2	72	1	56	Журналист взял карандаш, подвинул к себе чистый лист и напи�
16f20	4	16	224	3	73	-1	32	Там, недалеко от кухонной двери, сидел лис с треугольной мор
16f20	4	16	272	0	74	-1	34	В тот момент атмосфера наших посиделок внезапно сильно изм�
16f20	4	0	218	NA	75	-1	25	Наши власти позволяют себе излишества, создавая иллюзию бл�
16f20	4	12	209	1	76	1	75	Она успевала убраться, разморозить фарш и приготовить ужин
16f20	4	0	224	0	77	-1	24	Убедительно просим вас разборчиво заполнять купон, желател
16f20	4	12	174	3	78	-1	81	В лесу ветром трепало сухие стебли растений, почерневшие от
16f20	4	0	295	0	79	-1	21	Причиной аварии был мобильный телефон, который отвлекал во�
16f20	4	16	282	1	80	1	35	В сюжете этого фильма какие-то осы устраивают себе гнёзда в
19m20	3	0	326	2	1	-1	44	Существуют такие микробы, которые могут жить при температу�
19m20	3	14	257	2	2	1	70	У мамы есть подруга, которая живёт прямо напротив здания те�
19m20	3	16	235	3	3	1	7	Очень хочется заплести бант в косу и надеть красивое платье.
19m20	3	12	192	5	4	1	46	У нас в Волгограде многие придерживаются иной точки зрения.
19m20	3	14	202	2	5	-1	81	В лесу ветром трепало сухие стебли растений, почерневшие от
19m20	3	14	239	4	6	-1	71	А промывать манную крупу перед тем, как варить её, не пробов�
19m20	3	0	219	3	7	-1	33	Я сделала шаг навстречу: приехала к ней, попросив выслушать
19m20	3	0	190	3	8	1	45	На филологическом факультете студенты заметят явный крен в
19m20	3	12	194	4	9	-1	47	Я сказал, что русский солдат омоет сапоги в Индийском океан�
19m20	3	12	125	6	10	-1	61	Отвернув цветастое покрывало, она осторожно присела на кра�
19m20	3	12	218	3	11	-1	53	От внимания наблюдателя не должна ускользать даже малейшая
19m20	3	12	184	NA	12	-1	64	В речи учёного прозвучало неявное сопоставление с другим, з
19m20	3	16	257	4	13	-1	6	Перед ним снова была прежняя Маша, которую он знал и любил.
19m20	3	12	185	5	14	-1	54	У Пашки обгорели ресницы и щёки, ходит, намазанный кремом от
19m20	3	16	200	2	15	-1	24	Убедительно просим вас разборчиво заполнять купон, желател
19m20	3	16	287	2	16	1	9	Елена сидела в кресле, молодая Мурка урчала у неё на коленях.
19m20	3	0	275	1	17	1	42	Её сын Гриша умер бездетным, и младший сын остался единстве�
19m20	3	14	188	5	18	-1	74	Вспоминая журчание водяных струй, мы непременно подумаем о
19m20	3	12	153	6	19	-1	65	После завершения техосмотра эксперты называют цену, по кот�
19m20	3	14	216	3	20	-1	84	Каждое утро на самый верх крыши МГУ поднимается симпатична�
19m20	3	14	237	2	21	-1	78	Этот студент получает только отличные оценки с самого перв�
19m20	3	12	254	2	22	1	63	Когда мне хотелось сгущёнки, папа мне её привозил, стоило то
19m20	3	16	260	3	23	-1	16	Покуда я нахожусь у власти, я буду предметом ярых нападок со
19m20	3	14	220	3	24	-1	80	Ненужный коврик из твёрдой пластмассы пригодится как подст
19m20	3	14	204	3	25	1	67	В мои обязанности входило утром включить рубильник в подва�
19m20	3	16	228	3	26	-1	23	Я люблю салат из картошки с зеленью, заправленный пахучим п�
19m20	3	0	264	2	27	-1	28	На массаже тело расслабляется и исчезает напряжение в мышц�
19m20	3	16	233	2	28	-1	13	Ему удалось вскрыть банку об острый край бампера своего авт
19m20	3	12	201	4	29	-1	60	Количество денег в обороте выросло благодаря союзу с амери�
19m20	3	12	270	3	30	1	56	Журналист взял карандаш, подвинул к себе чистый лист и напи�
19m20	3	12	274	3	31	-1	49	Мне нравится сын коллеги, который недавно заходил в наш отд�
19m20	3	16	193	3	32	1	14	На вторичном рынке жилья розетки заклеивают обоями во врем�
19m20	3	0	234	0	33	-1	39	Приготовь себе диетические овощные блюда, сытные и восхити�
19m20	3	0	249	3	34	-1	26	Он вскрыл пачку сухарей, заварил чай, достал чашки и ложки.
19m20	3	12	197	3	35	-1	57	Дрозды и скворцы начали вить семейные гнёзда неподалеку др�
19m20	3	14	229	6	36	-1	83	Во избежание ожогов надо нанести на лицо небольшое количес�
19m20	3	14	302	2	37	-1	66	У директора школы был тонкий нюх на талантливых педагогов.
19m20	3	12	NA	2	38	-1	59	Этот роман захватывает читателя с первой страницы и держит
19m20	3	16	201	7	39	-1	21	Причиной аварии был мобильный телефон, который отвлекал во�
19m20	3	14	322	2	40	-1	82	В современном обществе семья и школа оказывают большое вли�
19m20	3	16	207	5	41	-1	11	Ваня раскрыл было рот, но понял, что что-то не так, и промолча
19m20	3	12	172	5	42	1	52	Душа требовала красоты, и Николай Фомин украсил свой дом ре�
19m20	3	0	304	1	43	1	35	В сюжете этого фильма какие-то осы устраивают себе гнёзда в
19m20	3	16	243	2	44	-1	17	Выбирая вязаную шапочку, знайте, что лучше шапка цвета хаки
19m20	3	12	255	5	45	-1	62	Не поручайте мужу ухаживать за рыбками в аквариуме, он обяз�
19m20	3	14	267	1	46	-1	85	Торговля продуктами питания является одной из самых прибыл
19m20	3	16	260	2	47	1	8	Приблизительно в центре тайги мопед упал в сугроб и сломалс
19m20	3	0	297	1	48	1	40	Прибывшие в Австралию миссионеры расспрашивали жителей пр�
19m20	3	14	266	3	49	1	77	Когда родители пригрозили не взять её с собой, Маша очень ра
19m20	3	16	166	6	50	-1	25	Наши власти позволяют себе излишества, создавая иллюзию бл�
19m20	3	16	289	4	51	1	19	Ей хотелось выплеснуть чай на бежевый Юлин пиджак, но она сд
19m20	3	14	282	3	52	1	69	На привале у озера юный турист вручил товарищам ведро и кув�
19m20	3	0	227	4	53	-1	29	Володя каким-то образом узнал то, чего ему не надо было знат�
19m20	3	12	142	NA	54	-1	58	Можно будет бросить дополнительные занятия, и даже школу мо
19m20	3	12	315	1	55	-1	50	Один футболист, который получил растяжение, не участвовал в
19m20	3	14	245	2	56	-1	72	Существует легенда, что Ноев ковчег вынесло на вершину этой
19m20	3	0	305	2	57	-1	27	Мы установили камеру на новый штатив и приступили к съёмкам.
19m20	3	16	327	0	58	-1	18	Создать настоящие шедевры вам помогут зоркий глаз, терпени�
19m20	3	16	302	1	59	-1	10	В конверте вместе с деньгами была обнаружена записка с угро
19m20	3	0	308	1	60	-1	41	В вопросе послышался упрёк командиру, словно он был виновни
19m20	3	14	284	3	61	-1	79	Возможности этих перемен будут обсуждаться в Париже летом �
19m20	3	0	284	2	62	-1	31	В числе возможных кандидатов называют депутата от партии п�
19m20	3	14	325	NA	63	-1	68	Они не ели целый день, несчастные дети, и были очень голодны.
19m20	3	0	290	3	64	-1	37	Собаку, виновницу случившегося, приказали сечь, хотя в чём б
19m20	3	0	326	3	65	-1	36	За два года накопилась уйма вопросов, на которые надо было о
19m20	3	12	227	2	66	-1	55	Не обнаружив ничего в досье, сыщики решили рыть в другом нап
19m20	3	0	275	1	67	-1	43	Автор принадлежит к числу последних свидетелей страшных со
19m20	3	12	NA	2	68	-1	48	Взяв с собой фотоаппарат, вся семья поехала в парк на пикник.
19m20	3	14	251	4	69	1	75	Она успевала убраться, разморозить фарш и приготовить ужин
19m20	3	14	226	3	70	-1	76	Здесь потребуется врач, который будет лечить заболевших в э
19m20	3	12	241	4	71	1	51	Олень бродил среди берёз, жевал талый снег и поглядывал за р
19m20	3	0	337	2	72	1	30	У моего отца был счёт в швейцарском банке, он был лесоторгов
19m20	3	0	307	2	73	-1	38	Что может сделать самый сильный вол, если он впряжён в слома
19m20	3	16	255	4	74	-1	20	Выходя замуж, ты надеялась обрести спокойствие, уютный дом,
19m20	3	16	222	3	75	-1	15	Если мы позволим этим людям уйти, наши проекты станут гораз�
19m20	3	0	214	3	76	-1	34	В тот момент атмосфера наших посиделок внезапно сильно изм�
19m20	3	14	328	1	77	-1	73	Чтобы придать объём тонким волосам, нанесите на них лечебну
